sport,program,homepage,platform_detected,lead_tier,tier_rationale,tpv_min_k,tpv_max_k,region,contact_rank,contact_name,contact_title,contact_email,contact_linkedin,contact_source,outreach_channel,email_subject,outreach_body
Soccer,Crossfire Premier,crossfirepremier.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",50,500,Northwest,2,Research Required,Club Administrator,,,Visit crossfirepremier.sportngin.com,linkedin,Payment fees for Crossfire Premier on SportsEngine — worth a look,Hi there — Crossfire Premier is one of the top Soccer programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Soccer,Florida Premier FC,floridapremierfc.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",50,500,Southeast,1,Research Required,Executive Director,info@floridapremierfc.com,,floridapremierfc.com,linkedin,Payment fees for Florida Premier FC on SportsEngine — worth a look,Hi there — Florida Premier FC is one of the top Soccer programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Soccer,Florida Premier FC,floridapremierfc.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",50,500,Southeast,2,Research Required,Club Administrator,,,Visit floridapremierfc.sportngin.com,linkedin,Payment fees for Florida Premier FC on SportsEngine — worth a look,Hi there — Florida Premier FC is one of the top Soccer programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Soccer,FC Stars Massachusetts,fcstars.org,PlayMetrics,3,"Entrenched (PlayMetrics) — low switching, but high volume",50,500,Northeast,1,Research Required,Executive Director,info@fcstars.org,,fcstars.org,linkedin,Payment optimization question for FC Stars Massachusetts,Hi there — FC Stars Massachusetts is one of the top Soccer programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Soccer,FC Stars Massachusetts,fcstars.org,PlayMetrics,3,"Entrenched (PlayMetrics) — low switching, but high volume",50,500,Northeast,2,Research Required,Club Administrator,,,Visit fcstars.org/contact,linkedin,Payment optimization question for FC Stars Massachusetts,Hi there — FC Stars Massachusetts is one of the top Soccer programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Soccer,St. Louis Scott Gallagher,slsgsoccer.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",50,500,Midwest,1,Brad Davis,President,info@slsgsoccer.com,,slsgsoccer.com/staff,email,Payment fees for St. Louis Scott Gallagher on SportsEngine — worth a look,"Hi Brad,

St. Louis Scott Gallagher's reputation in Soccer speaks for itself. I'm reaching out because clubs your size on SportsEngine typically absorb 2.9–3.5% on every transaction in processing fees — we've helped similar programs cut that meaningfully while keeping the registration experience families already know.

Would a 15-minute call be worth it to see the numbers?

Best,
[Your Name]
[Company] | [Phone]"
Soccer,St. Louis Scott Gallagher,slsgsoccer.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",50,500,Midwest,2,Research Required,Executive Director,,,Visit slsgsoccer.com/staff,linkedin,Payment fees for St. Louis Scott Gallagher on SportsEngine — worth a look,Hi there — St. Louis Scott Gallagher is one of the top Soccer programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Soccer,Heat FC (San Diego),heatfc.com,Custom (Elite Soccer Clubs),1,DIY/Custom/Unknown — highest switching potential,50,500,West,1,Research Required,Executive Director / President,info@heatfc.com,,heatfc.com,linkedin,Quick question about Heat FC (San Diego)'s registration setup,Hi there — I came across Heat FC (San Diego) while researching elite Soccer programs in West. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Soccer,Heat FC (San Diego),heatfc.com,Custom (Elite Soccer Clubs),1,DIY/Custom/Unknown — highest switching potential,50,500,West,2,Research Required,Club Administrator,,,Visit fcheat.elitesoccerclubs.com,linkedin,Quick question about Heat FC (San Diego)'s registration setup,Hi there — I came across Heat FC (San Diego) while researching elite Soccer programs in West. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Soccer,Albion SC,albionsc.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",50,500,West,1,Research Required,Executive Director,info@albionsc.com,,albionsc.com,linkedin,Payment fees for Albion SC on SportsEngine — worth a look,Hi there — Albion SC is one of the top Soccer programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Soccer,Albion SC,albionsc.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",50,500,West,2,Research Required,Club Administrator,,,Visit sportsengine.com/org/albion-sc,linkedin,Payment fees for Albion SC on SportsEngine — worth a look,Hi there — Albion SC is one of the top Soccer programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Soccer,Charlotte Soccer Academy,charlottesocceracademy.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",50,500,Southeast,1,Research Required,Executive Director,info@charlottesocceracademy.com,,charlottesocceracademy.com,linkedin,A note for Charlotte Soccer Academy on LeagueApps payment costs,Hi there — Charlotte Soccer Academy is one of the top Soccer programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Soccer,Charlotte Soccer Academy,charlottesocceracademy.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",50,500,Southeast,2,Research Required,Club Administrator,,,Visit charlottesocceracademy.leagueapps.com,linkedin,A note for Charlotte Soccer Academy on LeagueApps payment costs,Hi there — Charlotte Soccer Academy is one of the top Soccer programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Soccer,Tampa Bay United,tampabayunited.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",50,500,Southeast,1,Research Required,Executive Director,info@tampabayunited.com,,tampabayunited.com,linkedin,Payment fees for Tampa Bay United on SportsEngine — worth a look,Hi there — Tampa Bay United is one of the top Soccer programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Soccer,Tampa Bay United,tampabayunited.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",50,500,Southeast,2,Research Required,Club Administrator,,,Visit sportsengine.com/org/tampa-bay-united,linkedin,Payment fees for Tampa Bay United on SportsEngine — worth a look,Hi there — Tampa Bay United is one of the top Soccer programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Basketball,Expressions Elite,expressionselite.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",30,200,Mid-Atlantic,1,Research Required,Executive Director,info@expressionselite.com,,expressionselite.com,linkedin,Payment fees for Expressions Elite on SportsEngine — worth a look,Hi there — Expressions Elite is one of the top Basketball programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Basketball,Expressions Elite,expressionselite.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",30,200,Mid-Atlantic,2,Research Required,Program Director,,,Visit sportsengine.com/org/expressions-elite,linkedin,Payment fees for Expressions Elite on SportsEngine — worth a look,Hi there — Expressions Elite is one of the top Basketball programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Basketball,Drive Nation,drivenation.com,DaySmart Recreation,3,"Entrenched (DaySmart Recreation) — low switching, but high volume",30,200,South,1,Research Required,Founder / Director,info@drivenation.com,,drivenation.com,linkedin,Payment optimization question for Drive Nation,Hi there — Drive Nation is one of the top Basketball programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Basketball,Drive Nation,drivenation.com,DaySmart Recreation,3,"Entrenched (DaySmart Recreation) — low switching, but high volume",30,200,South,2,Research Required,Program Director,,,Visit drivenation.com/contact,linkedin,Payment optimization question for Drive Nation,Hi there — Drive Nation is one of the top Basketball programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Basketball,Mass Rivals,massrivals.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",30,200,Northeast,1,Vin Pastore,Program Director,questions@rivalsbasketball.com,,ZoomInfo / rivalsbasketball.com (3 Step Sports LLC),email,Payment fees for Mass Rivals on SportsEngine — worth a look,"Hi Vin,

Mass Rivals's reputation in Basketball speaks for itself. I'm reaching out because clubs your size on SportsEngine typically absorb 2.9–3.5% on every transaction in processing fees — we've helped similar programs cut that meaningfully while keeping the registration experience families already know.

Would a 15-minute call be worth it to see the numbers?

Best,
[Your Name]
[Company] | [Phone]"
Basketball,Mass Rivals,massrivals.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",30,200,Northeast,2,Research Required,Executive Director,,,Visit massrivals.sportngin.com,linkedin,Payment fees for Mass Rivals on SportsEngine — worth a look,Hi there — Mass Rivals is one of the top Basketball programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Basketball,King James Shooting Stars,shootingstarsbball.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",30,200,Midwest,1,Research Required,Executive Director,info@shootingstarsbball.com,,shootingstarsbball.com (LeBron James Akron program),linkedin,A note for King James Shooting Stars on LeagueApps payment costs,Hi there — King James Shooting Stars is one of the top Basketball programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Basketball,King James Shooting Stars,shootingstarsbball.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",30,200,Midwest,2,Research Required,Program Director,,,Visit shootingstarsbb.leagueapps.com,linkedin,A note for King James Shooting Stars on LeagueApps payment costs,Hi there — King James Shooting Stars is one of the top Basketball programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Basketball,Georgia Stars,gastars.org,Custom (WordPress),1,DIY/Custom/Unknown — highest switching potential,30,200,Southeast,1,Research Required,Executive Director,info@gastars.org,,gastars.org,linkedin,Quick question about Georgia Stars's registration setup,Hi there — I came across Georgia Stars while researching elite Basketball programs in Southeast. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Basketball,Georgia Stars,gastars.org,Custom (WordPress),1,DIY/Custom/Unknown — highest switching potential,30,200,Southeast,2,Research Required,Program Director,,,Visit gastars.org/contact,linkedin,Quick question about Georgia Stars's registration setup,Hi there — I came across Georgia Stars while researching elite Basketball programs in Southeast. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Basketball,Texas Titans,titanshoop.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",30,200,South,1,Research Required,Executive Director,info@titanshoop.com,,titanshoop.com,linkedin,Payment fees for Texas Titans on SportsEngine — worth a look,Hi there — Texas Titans is one of the top Basketball programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Basketball,Texas Titans,titanshoop.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",30,200,South,2,Research Required,Program Director,,,Visit sportsengine.com/org/texas-titans-basketball,linkedin,Payment fees for Texas Titans on SportsEngine — worth a look,Hi there — Texas Titans is one of the top Basketball programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Basketball,Colorado Hawks,coloradohawksbasketball.com,Unknown / Custom,1,DIY/Custom/Unknown — highest switching potential,30,200,Mountain West,1,Research Required,Founder / Director,,,coloradohawksbasketball.com — research required,linkedin,Quick question about Colorado Hawks's registration setup,Hi there — I came across Colorado Hawks while researching elite Basketball programs in Mountain West. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Basketball,Colorado Hawks,coloradohawksbasketball.com,Unknown / Custom,1,DIY/Custom/Unknown — highest switching potential,30,200,Mountain West,2,Research Required,Program Director,,,Manual research required,linkedin,Quick question about Colorado Hawks's registration setup,Hi there — I came across Colorado Hawks while researching elite Basketball programs in Mountain West. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Basketball,New England Playmakers,neplaymakers.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",30,200,Northeast,1,Research Required,Executive Director,info@neplaymakers.com,,neplaymakers.com,linkedin,A note for New England Playmakers on LeagueApps payment costs,Hi there — New England Playmakers is one of the top Basketball programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Basketball,New England Playmakers,neplaymakers.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",30,200,Northeast,2,Research Required,Program Director,,,Visit neplaymakers.leagueapps.com,linkedin,A note for New England Playmakers on LeagueApps payment costs,Hi there — New England Playmakers is one of the top Basketball programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Basketball,Team Texas,teamtexashoops.com,Unknown / Custom,1,DIY/Custom/Unknown — highest switching potential,30,200,South,1,Research Required,Founder / Director,,,teamtexashoops.com — research required,linkedin,Quick question about Team Texas's registration setup,Hi there — I came across Team Texas while researching elite Basketball programs in South. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Basketball,Team Texas,teamtexashoops.com,Unknown / Custom,1,DIY/Custom/Unknown — highest switching potential,30,200,South,2,Research Required,Program Director,,,Manual research required,linkedin,Quick question about Team Texas's registration setup,Hi there — I came across Team Texas while researching elite Basketball programs in South. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Basketball,Philly Pride,phillypridebball.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",30,200,Mid-Atlantic,1,Research Required,Executive Director,info@phillypridebball.com,,phillypridebball.com,linkedin,A note for Philly Pride on LeagueApps payment costs,Hi there — Philly Pride is one of the top Basketball programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Basketball,Philly Pride,phillypridebball.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",30,200,Mid-Atlantic,2,Research Required,Program Director,,,Visit pridebasketball21usa.leagueapps.com,linkedin,A note for Philly Pride on LeagueApps payment costs,Hi there — Philly Pride is one of the top Basketball programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Basketball,Houston Defenders,houstondefenders.com,Unknown / Custom,1,DIY/Custom/Unknown — highest switching potential,30,200,South,1,Research Required,Founder / Director,,,houstondefenders.com — research required,linkedin,Quick question about Houston Defenders's registration setup,Hi there — I came across Houston Defenders while researching elite Basketball programs in South. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Basketball,Houston Defenders,houstondefenders.com,Unknown / Custom,1,DIY/Custom/Unknown — highest switching potential,30,200,South,2,Research Required,Program Director,,,Manual research required,linkedin,Quick question about Houston Defenders's registration setup,Hi there — I came across Houston Defenders while researching elite Basketball programs in South. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Basketball,Dream Vision NY,dreamvisionny.com,Unknown / Custom,1,DIY/Custom/Unknown — highest switching potential,30,200,Northeast,1,Research Required,Founder / Director,,,dreamvisionny.com — research required,linkedin,Quick question about Dream Vision NY's registration setup,Hi there — I came across Dream Vision NY while researching elite Basketball programs in Northeast. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Basketball,Dream Vision NY,dreamvisionny.com,Unknown / Custom,1,DIY/Custom/Unknown — highest switching potential,30,200,Northeast,2,Research Required,Program Director,,,Manual research required,linkedin,Quick question about Dream Vision NY's registration setup,Hi there — I came across Dream Vision NY while researching elite Basketball programs in Northeast. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Basketball,Indiana Elite,indianaelitebasketball.com,Custom / PayPal,1,DIY/Custom/Unknown — highest switching potential,30,200,Midwest,1,Research Required,Founder / Director,info@indianaelitebasketball.com,,indianaelitebasketball.com,linkedin,Quick question about Indiana Elite's registration setup,Hi there — I came across Indiana Elite while researching elite Basketball programs in Midwest. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Basketball,Indiana Elite,indianaelitebasketball.com,Custom / PayPal,1,DIY/Custom/Unknown — highest switching potential,30,200,Midwest,2,Research Required,Program Director,,,Visit indianaelitebasketball.com/contact,linkedin,Quick question about Indiana Elite's registration setup,Hi there — I came across Indiana Elite while researching elite Basketball programs in Midwest. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Basketball,Oregon Nike Elite,oregonnike.org,Unknown / Custom,1,DIY/Custom/Unknown — highest switching potential,30,200,Northwest,1,Research Required,Founder / Director,,,oregonnike.org — research required,linkedin,Quick question about Oregon Nike Elite's registration setup,Hi there — I came across Oregon Nike Elite while researching elite Basketball programs in Northwest. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Basketball,Oregon Nike Elite,oregonnike.org,Unknown / Custom,1,DIY/Custom/Unknown — highest switching potential,30,200,Northwest,2,Research Required,Program Director,,,Manual research required,linkedin,Quick question about Oregon Nike Elite's registration setup,Hi there — I came across Oregon Nike Elite while researching elite Basketball programs in Northwest. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Basketball,Seattle Rotary,rotarystylebasketball.org,Custom (FreshBooks),1,DIY/Custom/Unknown — highest switching potential,30,200,Northwest,1,Research Required,Executive Director / Founder,info@rotarystylebasketball.org,,rotarystylebasketball.org (est. 1991),linkedin,Quick question about Seattle Rotary's registration setup,Hi there — I came across Seattle Rotary while researching elite Basketball programs in Northwest. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Basketball,Seattle Rotary,rotarystylebasketball.org,Custom (FreshBooks),1,DIY/Custom/Unknown — highest switching potential,30,200,Northwest,2,Research Required,Program Director,,,Visit rotarystylebasketball.org/contact,linkedin,Quick question about Seattle Rotary's registration setup,Hi there — I came across Seattle Rotary while researching elite Basketball programs in Northwest. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Lacrosse,Crabs Lacrosse,crabslax.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",60,400,Mid-Atlantic,1,Research Required,Executive Director,info@crabslax.com,,crabslax.com (Maryland premier program),linkedin,A note for Crabs Lacrosse on LeagueApps payment costs,Hi there — Crabs Lacrosse is one of the top Lacrosse programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Lacrosse,Crabs Lacrosse,crabslax.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",60,400,Mid-Atlantic,2,Research Required,Club Administrator,,,Visit crabslax.leagueapps.com,linkedin,A note for Crabs Lacrosse on LeagueApps payment costs,Hi there — Crabs Lacrosse is one of the top Lacrosse programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Lacrosse,Sweetlax Florida,sweetlaxflorida.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",60,400,Southeast,1,Research Required,Executive Director,info@sweetlaxflorida.com,,sweetlaxflorida.com,linkedin,A note for Sweetlax Florida on LeagueApps payment costs,Hi there — Sweetlax Florida is one of the top Lacrosse programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Lacrosse,Sweetlax Florida,sweetlaxflorida.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",60,400,Southeast,2,Research Required,Club Administrator,,,Visit slflorida.leagueapps.com,linkedin,A note for Sweetlax Florida on LeagueApps payment costs,Hi there — Sweetlax Florida is one of the top Lacrosse programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Lacrosse,Atlas Lacrosse Club,atlaslacroseclub.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",60,400,Northeast,1,Research Required,Executive Director,info@atlaslacroseclub.com,,atlaslacroseclub.com (PLL Juniors NY Atlas),linkedin,A note for Atlas Lacrosse Club on LeagueApps payment costs,Hi there — Atlas Lacrosse Club is one of the top Lacrosse programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Lacrosse,Atlas Lacrosse Club,atlaslacroseclub.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",60,400,Northeast,2,Research Required,Club Administrator,,,Visit nyatlasyouth-pll.leagueapps.com,linkedin,A note for Atlas Lacrosse Club on LeagueApps payment costs,Hi there — Atlas Lacrosse Club is one of the top Lacrosse programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Lacrosse,Lax Factory,laxfactory.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",60,400,Mid-Atlantic,1,Research Required,Executive Director,info@laxfactory.com,,laxfactory.com,linkedin,A note for Lax Factory on LeagueApps payment costs,Hi there — Lax Factory is one of the top Lacrosse programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Lacrosse,Lax Factory,laxfactory.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",60,400,Mid-Atlantic,2,Research Required,Club Administrator,,,Visit laxfactory.leagueapps.com,linkedin,A note for Lax Factory on LeagueApps payment costs,Hi there — Lax Factory is one of the top Lacrosse programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Lacrosse,DC Express Lacrosse,dcexpresslacrosse.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",60,400,Mid-Atlantic,1,Research Required,Executive Director,info@dcexpresslacrosse.com,,dcexpresslacrosse.com,linkedin,A note for DC Express Lacrosse on LeagueApps payment costs,Hi there — DC Express Lacrosse is one of the top Lacrosse programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Lacrosse,DC Express Lacrosse,dcexpresslacrosse.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",60,400,Mid-Atlantic,2,Research Required,Club Administrator,,,Visit dcexpress.leagueapps.com,linkedin,A note for DC Express Lacrosse on LeagueApps payment costs,Hi there — DC Express Lacrosse is one of the top Lacrosse programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Lacrosse,Pride Lacrosse New England,pridelacrosse.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",60,400,Northeast,1,Research Required,Executive Director,info@pridelacrosse.com,,pridelacrosse.com,linkedin,A note for Pride Lacrosse New England on LeagueApps payment costs,Hi there — Pride Lacrosse New England is one of the top Lacrosse programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Lacrosse,Pride Lacrosse New England,pridelacrosse.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",60,400,Northeast,2,Research Required,Club Administrator,,,Visit pridelacrosse.leagueapps.com,linkedin,A note for Pride Lacrosse New England on LeagueApps payment costs,Hi there — Pride Lacrosse New England is one of the top Lacrosse programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Lacrosse,Ultimate Lacrosse,ultimategoallacrosse.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",60,400,Mid-Atlantic,1,Research Required,Executive Director,info@ultimategoallacrosse.com,,ultimategoallacrosse.com,linkedin,A note for Ultimate Lacrosse on LeagueApps payment costs,Hi there — Ultimate Lacrosse is one of the top Lacrosse programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Lacrosse,Ultimate Lacrosse,ultimategoallacrosse.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",60,400,Mid-Atlantic,2,Research Required,Club Administrator,,,Visit ultimategoallacrosse.leagueapps.com,linkedin,A note for Ultimate Lacrosse on LeagueApps payment costs,Hi there — Ultimate Lacrosse is one of the top Lacrosse programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Lacrosse,CT Hammerheads,cthammerheads.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",60,400,Northeast,1,Research Required,Executive Director,info@cthammerheads.com,,cthammerheads.com,linkedin,Payment fees for CT Hammerheads on SportsEngine — worth a look,Hi there — CT Hammerheads is one of the top Lacrosse programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Lacrosse,CT Hammerheads,cthammerheads.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",60,400,Northeast,2,Research Required,Club Administrator,,,Visit hammerheadlacrosse.sportngin.com,linkedin,Payment fees for CT Hammerheads on SportsEngine — worth a look,Hi there — CT Hammerheads is one of the top Lacrosse programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Lacrosse,Big 4 Lacrosse,big4lacrosse.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",60,400,Mid-Atlantic,1,Research Required,Executive Director,info@big4lacrosse.com,,big4lacrosse.com,linkedin,A note for Big 4 Lacrosse on LeagueApps payment costs,Hi there — Big 4 Lacrosse is one of the top Lacrosse programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Lacrosse,Big 4 Lacrosse,big4lacrosse.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",60,400,Mid-Atlantic,2,Research Required,Club Administrator,,,Visit big4lacrosseboys.leagueapps.com,linkedin,A note for Big 4 Lacrosse on LeagueApps payment costs,Hi there — Big 4 Lacrosse is one of the top Lacrosse programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Lacrosse,Carolina LAX,carolinalax.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",60,400,Southeast,1,Research Required,Executive Director,info@carolinalax.com,,carolinalax.com,linkedin,A note for Carolina LAX on LeagueApps payment costs,Hi there — Carolina LAX is one of the top Lacrosse programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Lacrosse,Carolina LAX,carolinalax.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",60,400,Southeast,2,Research Required,Club Administrator,,,Visit teamcarolinalax.leagueapps.com,linkedin,A note for Carolina LAX on LeagueApps payment costs,Hi there — Carolina LAX is one of the top Lacrosse programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
